date;y_lead;reforms;boost;consolidate;construction;outperform;savings;progress;booming;accrue;surpass;debt;crisis;decline;recession;unemployment;bankrupt;deficit;collapse;market crash;downturn;banana;door;weather;chopstick;phone;chicago;christmas;swim;bycicle;programming;;ind;0,463093756;;-0,133131071
2011.03.25;0,006629125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;0,006629125
2011.03.26;0,005814202;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;0,005814202
2011.03.27;-0,002503403;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;-0,002503403
2011.03.28;0,004615186;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;0,004615186
2011.03.31;0,001881647;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,96217546;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,96217546;-1;-0,001881647;-1;-0,001881647
2011.04.01;-0,000494466;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,000494466
2011.04.02;0,00264696;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,00264696
2011.04.03;-0,001389886;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,001389886
2011.04.04;-0,002375231;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,002375231
2011.04.07;8,57E-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-8,56621E-05
2011.04.08;-0,009538052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,009538052
2011.04.09;0,000604058;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,000604058
2011.04.10;0,001153289;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,001153289
2011.04.11;0,004603064;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,004603064
2011.04.14;-0,011428054;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,011428054
2011.04.15;0,005326092;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,005326092
2011.04.16;0,015112573;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,015112573
2011.04.17;0,004202825;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,004202825
2011.04.21;-0,00209001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,00209001
2011.04.22;0,009211557;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,962412969;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,962412969;1;0,009211557;1;0,009211557
2011.04.23;0,007560631;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,0059198;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,0059198;1;0,007560631;1;0,007560631
2011.04.24;0,005684689;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,021342314;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,021342314;1;0,005684689;1;0,005684689
2011.04.25;0,003693658;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,999770196;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,999770196;-1;-0,003693658;-1;-0,003693658
2011.04.28;-0,000248239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,988135759;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,988135759;1;-0,000248239;1;-0,000248239
2011.04.29;1,17E-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,985202016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,985202016;-1;-1,16662E-05;-1;-1,16662E-05
2011.04.30;-0,006574728;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,985738092;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,985738092;-1;0,006574728;-1;0,006574728
2011.05.01;-0,011017302;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,985937559;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,985937559;1;-0,011017302;1;-0,011017302
2011.05.02;0,00432705;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,985739592;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,985739592;1;0,00432705;1;0,00432705
2011.05.05;0,003628223;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,973124412;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,973124412;1;0,003628223;1;0,003628223
2011.05.06;0,005948577;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,969044785;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,969044785;-1;-0,005948577;-1;-0,005948577
2011.05.07;-0,010266185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,969632596;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,969632596;1;-0,010266185;1;-0,010266185
2011.05.08;0,005203343;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,96948677;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,96948677;1;0,005203343;1;0,005203343
2011.05.09;-0,00792122;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,965642483;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,965642483;-1;0,00792122;-1;0,00792122
2011.05.12;-0,003768669;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,004013015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,004013015;1;-0,003768669;1;-0,003768669
2011.05.13;-0,005497071;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,99194492;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,99194492;1;-0,005497071;1;-0,005497071
2011.05.14;0,006437753;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,983645025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,983645025;-1;-0,006437753;-1;-0,006437753
2011.05.15;0,003587505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,984233094;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,984233094;-1;-0,003587505;-1;-0,003587505
2011.05.16;-0,007427588;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,984831823;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,984831823;-1;0,007427588;-1;0,007427588
2011.05.19;-0,010507364;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,99498003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,99498003;1;-0,010507364;1;-0,010507364
2011.05.20;-0,002025253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;-0,002025253
2011.05.21;0,00310698;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;0,00310698
2011.05.22;0,000653262;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,963030103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,963030103;-1;-0,000653262;-1;-0,000653262
2011.05.23;0,003125086;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,963573807;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,963573807;1;0,003125086;1;0,003125086
2011.05.27;0,010252224;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,964161037;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,964161037;1;0,010252224;1;0,010252224
2011.05.28;-0,022499033;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;-0,022499033
2011.05.29;-0,00338974;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,966425909;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,966425909;-1;0,00338974;-1;0,00338974
2011.05.30;-0,007974698;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,970290455;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,970290455;-1;0,007974698;-1;0,007974698
2011.06.02;-0,005057496;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,970331634;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,970331634;-1;0,005057496;-1;0,005057496
2011.06.03;-0,001585247;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,970600925;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,970600925;1;-0,001585247;1;-0,001585247
2011.06.04;-0,001813381;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,967570007;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,967570007;-1;0,001813381;-1;0,001813381
2011.06.05;0,006239956;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,968024659;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,968024659;-1;-0,006239956;-1;-0,006239956
2011.06.06;-0,01432557;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,968616;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,968616;1;-0,01432557;1;-0,01432557
2011.06.09;8,86E-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,967973001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,967973001;1;8,86489E-05;1;8,86489E-05
2011.06.10;0,01024939;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,968388199;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,968388199;1;0,01024939;1;0,01024939
2011.06.11;-0,014920227;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,980611571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,980611571;1;-0,014920227;1;-0,014920227
2011.06.12;0,005385869;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,006639722;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,006639722;1;0,005385869;1;0,005385869
2011.06.13;0,003575155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,004632043;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,004632043;-1;-0,003575155;-1;-0,003575155
2011.06.16;0,006312693;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,00428135;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,00428135;-1;-0,006312693;-1;-0,006312693
2011.06.17;0,009034105;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,004884117;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,004884117;1;0,009034105;1;0,009034105
2011.06.18;-0,006612444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,005431318;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,005431318;-1;0,006612444;-1;0,006612444
2011.06.19;-0,004939641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,005589607;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,005589607;1;-0,004939641;1;-0,004939641
2011.06.20;-0,009624585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,005871229;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,005871229;1;-0,009624585;1;-0,009624585
2011.06.23;0,009089966;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,963982402;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,963982402;1;0,009089966;1;0,009089966
2011.06.24;0,011978466;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;0,011978466
2011.06.25;0,005949233;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,970841651;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,970841651;1;0,005949233;1;0,005949233
2011.06.26;0,012394502;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;0,012394502
2011.06.27;0,013476137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,000976821;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,000976821;-1;-0,013476137;-1;-0,013476137
2011.07.01;-0,001025691;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,001025691
2011.07.02;0,004457037;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,004457037
2011.07.03;0,007375754;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,007375754
2011.07.04;-0,004909243;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,004909243
2011.07.07;-0,012036919;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,012036919
2011.07.08;-0,00471934;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,00471934
2011.07.09;0,003587267;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,003587267
2011.07.10;-0,004371688;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,004371688
2011.07.11;0,003420207;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,003420207
2011.07.14;-0,007606771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,007606771
2011.07.15;0,016198902;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,016198902
2011.07.16;-0,001232924;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,001232924
2011.07.17;0,012057236;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,012057236
2011.07.18;-0,003404768;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,003404768
2011.07.21;-0,006992233;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,006992233
2011.07.22;-0,007292583;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,007292583
2011.07.23;-0,016026081;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,016026081
2011.07.24;-0,005088249;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,005088249
2011.07.25;-0,007945637;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,007945637
2011.07.28;-0,000885658;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,000885658
2011.07.29;-0,022157571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,022157571
2011.07.30;0,002509805;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,002509805
2011.07.31;-0,044058508;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,044058508
2011.08.01;0,005338184;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,005338184
2011.08.04;-0,057061188;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,057061188
2011.08.05;0,039000621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,039000621
2011.08.06;-0,047352741;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,047352741
2011.08.07;0,038733681;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,038733681
2011.08.08;0,011218047;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,011218047
2011.08.11;0,01880168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,01880168
2011.08.12;-0,006725638;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,006725638
2011.08.13;0,000375197;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,000375197
2011.08.14;-0,037470016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,037470016
2011.08.15;-0,015859454;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,015859454
2011.08.18;0,0034145;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,0034145
2011.08.19;0,029243006;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,029243006
2011.08.20;0,012797187;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,012797187
2011.08.21;-0,015210406;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,015210406
2011.08.22;0,012010268;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,012010268
2011.08.25;0,022320617;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,022320617
2011.08.26;0,001792287;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,001792287
2011.08.27;0,004624266;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;-0,004624266
2011.08.28;-0,010383045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,010383045
2011.08.29;-0,022285821;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,022285821
2011.09.02;-0,009022577;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;-1;0,009022577
