"date","y_lead","reforms","boost","consolidate","construction","outperform","savings","progress","booming","accrue","surpass","debt","crisis","decline","recession","unemployment","bankrupt","deficit","collapse","market crash","downturn","banana","door","weather","chopstick","phone","chicago","christmas","swim","bycicle","programming"
2019-06-11,0.00220501680194563,-0.118472110795188,0.179018963949376,-2.34587286870457,-0.455763267408279,2.00390663188212,-2.40354188534838,-0.612362302080174,1.47945764630269,0.264705848111335,1.67593204123107,1.06098610666454,0.496826223725288,-0.392169548300625,-1.58246913274782,0.643939766471993,0.938093911556738,1.32379208558562,-0.576836333511443,1.3755979546994,0.952401022287586,-0.0506211636744524,0.0860603233736008,-0.245124067560726,0.945534851708379,-0.444189086216131,-1.16310531213801,0.242716245862811,-0.922358010578441,1.47963117927115,-0.897664957361275
2019-06-14,-0.00922002504947406,-0.118951736104104,0.17888464906829,-2.34539412224257,-0.455601153570014,2.00640448990905,-2.40141469615247,0.612632310015302,1.48079919219827,0.264001863545863,-1.67726229799934,1.06149426864492,0.49662354381115,-0.392429742559064,-1.58117703051321,-0.643302646919052,0.939400618281127,1.32341828599143,0.579589133742461,1.37679067784633,0.955130243774554,-0.0506241474529342,0.0868179052505063,-0.243815918197812,-0.944135668057479,-0.444290613229321,-1.16283268876048,-0.243009407095965,-0.922045238048273,-1.47905800543053,0.898763714623252
2019-06-15,0.0132501099654472,-0.126983148463085,-0.180528435244812,2.34521819172603,0.453259056731041,-2.01877277621789,-2.40690971115512,0.610165180970625,1.46552123279984,-0.254747268140721,-1.68225956514027,-1.06348320495939,0.485582429270944,0.392272699945854,1.58206169556041,-0.646749725043777,0.933788121270364,-1.32660561695013,0.569080512944638,-1.36740563845591,-0.956645546797581,0.0497876820584121,0.0854793056869979,0.245231484887853,-0.949252085863519,0.44273704233522,1.15862504713899,-0.250802782014043,-0.926674555449356,-1.48925417269478,0.896044038455875
2019-06-16,-0.00182980565264046,-0.132946885512827,-0.174348825047838,2.35715098451213,0.467245014956742,-2.00171924451152,-2.41818143518904,0.619326711359104,-1.44097813039529,-0.216472098938999,1.6716589717216,-1.05172630170311,-0.479354984572036,0.399432140547998,1.58995993082871,0.635061265400559,-0.9392674747069,1.31112907531178,0.574417321705645,-1.35044912280275,0.949685029085016,0.0564846834098041,0.081933812366981,0.254177418593939,0.935491666670625,0.45686393108203,1.16427844010561,-0.2539101464145,-0.93699239981293,1.50001817405972,0.899565119328757
2019-06-17,0.00438586115117934,-0.132875201638555,0.174327512256538,-2.35752923518347,-0.467062938223301,-2.00026146053628,-2.41850931413004,-0.619432388537656,-1.44392512966731,0.214285814828238,-1.66769539163543,1.05177828455757,0.480914206756178,-0.399893331846557,1.59073289151655,0.632417928182337,-0.941939237161942,1.31024941606949,-0.574168042373696,-1.35072086773423,0.946912937140322,-0.0551795795430541,0.0820322763426607,0.25303890186493,0.932444171056252,-0.455576961960384,-1.16459529938692,-0.254967473475507,-0.937855485035752,-1.49975675682187,-0.899026457433833
2019-06-18,-0.00223847291748624,0.132437755725972,0.175502521351127,2.3522248370919,-0.460978865106423,1.98737550655468,-2.41477501663932,0.615911673976225,1.4482625996709,0.219755858956574,-1.6602081322453,1.05620605432422,0.483405745506026,-0.3969238523424,-1.5917445975581,0.634707180050439,-0.943456658866193,-1.31275156928862,0.568525850892307,1.35035235960133,0.943769016182085,-0.0488373532631486,-0.0819863990308799,0.251173810297522,0.932924440971839,-0.445961159978364,-1.16289763433774,0.256856334231479,-0.939166412464659,1.49808955418331,-0.894660303207749
2019-06-21,-0.00404926110889958,0.129538192442139,0.175439762039963,2.35095998446056,-0.461231354824799,-1.9750089624616,-2.41491481141073,0.615843726247679,-1.44652228175267,-0.220360036994301,-1.66039346084658,1.05584265869245,-0.484329592612693,-0.396865513602639,1.59318962812967,-0.635593621097329,-0.944273581994966,-1.31463114868882,0.567285176159003,1.34732958960068,0.939407976946687,-0.0486512993308619,0.0824143620243483,0.25166958909784,-0.930304405995797,-0.445300349017762,1.1634938102069,-0.255998719765028,-0.939864925373808,-1.49659127557795,-0.896509227701269
2019-06-22,-0.00332534050644684,-0.131812878898602,-0.176617342549675,2.35097414389903,0.46026678170704,1.97873273347816,-2.41496804519198,0.615034019679245,1.45006881648827,-0.223576693262964,-1.65784745276635,-1.05679296293529,-0.485605158532804,0.396349223290222,1.59003608742235,-0.638145631518092,-0.945729798264375,-1.31464251868277,0.56634099894084,1.34729414914327,0.943429948420939,-0.0479381393010746,-0.0805463111273078,0.25259270733629,-0.936005588359536,0.445818917164612,1.15810377646336,-0.257538268911136,0.941802799867281,-1.4990013740599,0.893383281188242
2019-06-23,-0.00185217946526306,-0.134837364052934,-0.177056591450328,2.34653942515025,0.45599397455461,-1.97898277530238,-2.41352007277805,0.614311865909997,-1.44312963128696,-0.224743704008188,1.65810800945565,-1.06126144651249,-0.489124527477655,0.392695498900819,1.5891044854431,0.640601612222784,0.944108990543405,-1.31522849454203,0.563012550326012,-1.34682720994146,0.945886491354834,0.0473483015464947,-0.0832849005034879,0.250728304606884,0.93617615329444,0.441457626022409,1.15866234859614,-0.257665989817024,0.938483416686644,-1.50413650036761,0.885222903245747
2019-06-24,0.00885933978421871,0.135929374829021,0.177116294340162,-2.34768982908246,-0.456261973558762,1.9792365982389,-2.41292997573377,-0.614043533089691,-1.44567258048188,0.2235892407303,-1.65724008471108,1.06080921652883,0.48807200056217,-0.394049592448744,-1.58935667624806,0.638113368916293,-0.942289941093295,1.31564611741751,0.563670838206461,-1.34917075215097,0.946207392188718,-0.0453865525333606,-0.0831263654591783,0.251510684573254,0.935379950914384,-0.439713393311281,1.15873590068641,0.258488237971826,0.937785449738481,-1.50074167671735,-0.887728855245682
